Date,Open,High,Low,Close,Volume,Adj_Close
12/12/14,110.46,111.87,109.58,109.73,56028138,107.3186954
12/11/14,112.26,113.8,111.34,111.62,41471578,109.1671628
12/10/14,114.41,114.85,111.54,111.95,44565318,109.4899111
12/9/14,110.19,114.3,109.35,114.12,60208036,111.6122256
12/8/14,114.1,114.648,111.62,112.4,57664850,109.9300224
12/5/14,115.99,116.08,114.64,115,38318895,112.4728877
12/4/14,115.77,117.2,115.29,115.49,42155776,112.95212
12/3/14,115.75,116.35,115.11,115.93,43063440,113.3824511
12/2/14,113.5,115.75,112.75,114.63,59348940,112.1110184
12/1/14,118.81,119.25,111.27,115.07,83814037,112.5413495
11/28/14,119.27,119.4,118.05,118.93,24814402,116.3165264
11/26/14,117.94,119.1,117.83,119,40831886,116.3849881
11/25/14,119.07,119.75,117.45,117.6,68840440,115.015753
11/24/14,116.85,118.77,116.62,118.625,47450824,116.0182287
11/21/14,117.51,117.57,116.03,116.47,57179298,113.9105846
11/20/14,114.91,116.86,114.85,116.31,43395537,113.7541006
11/19/14,115.44,115.74,113.8,114.67,41869160,112.1501394
11/18/14,113.94,115.69,113.89,115.47,44223978,112.9325595
11/17/14,114.27,117.28,113.3,113.99,46746712,111.4850823
11/14/14,113.15,114.19,113.05,114.18,44063595,111.6709071
11/13/14,111.8,113.45,111.6,112.82,59522855,110.340793
11/12/14,109.38,111.43,109.37,111.25,46942431,108.8052935
11/11/14,108.7,109.75,108.4,109.7,27442252,107.2893546
11/10/14,109.02,109.33,108.67,108.83,27195547,106.4384728
11/7/14,108.75,109.32,108.55,109.01,33691535,106.6145173
11/6/14,108.6,108.79,107.8,108.7,34968457,106.3113295
11/5/14,109.1,109.3,108.125,108.86,37435905,106.009447
11/4/14,109.36,109.49,107.72,108.6,41574365,105.7562552
11/3/14,108.22,110.3,108.01,109.4,52282550,106.5353068
10/31/14,108.01,108.04,107.21,108,44639285,105.1719665
10/30/14,106.959,107.35,105.9,106.98,40654793,104.1786757
10/29/14,106.65,107.37,106.36,107.34,52687879,104.529249
10/28/14,105.4,106.74,105.35,106.74,48060949,103.9449603
10/27/14,104.85,105.48,104.7,105.11,34187701,102.3576426
10/24/14,105.18,105.49,104.53,105.22,47053916,102.4647622
10/23/14,104.08,105.051,103.63,104.83,71074674,102.0849746
10/22/14,102.84,104.11,102.6,102.99,68263146,100.2931559
10/21/14,103.02,103.02,101.27,102.47,94623904,99.78677232
10/20/14,98.315,99.96,98.22,99.76,77517279,97.14773501
10/17/14,97.5,99,96.81,97.67,68179688,95.1124627
10/16/14,95.55,97.72,95.41,96.26,72154523,93.73938424
10/15/14,97.97,99.15,95.18,97.54,100933600,94.98586681
10/14/14,100.39,100.52,98.57,98.75,63688562,96.16418236
10/13/14,101.33,101.78,99.81,99.81,53583368,97.19642574
10/10/14,100.69,102.03,100.3,100.73,66331592,98.09233508
10/9/14,101.54,102.38,100.61,101.02,77376525,98.37474129
10/8/14,98.76,101.11,98.31,100.8,57404674,98.1605021
10/7/14,99.43,100.12,98.73,98.75,42094183,96.16418236
10/6/14,99.95,100.65,99.42,99.62,37051182,97.01140098
10/3/14,99.44,100.21,99.04,99.62,43469585,97.01140098
10/2/14,99.27,100.22,98.04,99.9,47757828,97.28406904
10/1/14,100.59,100.69,98.7,99.18,51491286,96.5829226
